"","CASE..","RIDESHARE","DATE","YEAR","MONTH","DAY","OFFENSE","ADDRESS","ZIP","ARREST"
"8713","2016-1630120  ","GONE",2016-06-11,2016,"Jun",11,"DWI .15 BAC OR ABOVE  ","1088 PARK PLZ  ","78753","Yes"
"8714","2016-1630120  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","1088 PARK PLZ  ","78753","Yes"
"8715","2016-1630141  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"8716","2016-1630167  ","GONE",2016-06-11,2016,"Jun",11,"DWI 2ND  ","11100 BLOCK I-35 N  ","78753","Yes"
"8717","2016-1630177  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","7300 W US 290 HWY  ","78749","Yes"
"8718","2016-1630178  ","GONE",2016-06-11,2016,"Jun",11,"DWI 2ND  ","5400 BLOCK S IH 35 SVRD NB  ","78744","Yes"
"8719","2016-1630187  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","W 6TH ST at BAYLOR ST  ","78703","Yes"
"8720","2016-1630192  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","1201 I-35 N  ","78702","Yes"
"8721","2016-1630237  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","4602 E STASSNEY LN  ","78744","Yes"
"8722","2016-1630249  ","GONE",2016-06-11,2016,"Jun",11,"DWI - DRUG RECOGNITION EXPERT  ","100 SANDRA MURAIDA WAY  ","78703","Yes"
"8723","2016-1630249  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","100 SANDRA MURAIDA WAY  ","78703","Yes"
"8724","2016-1630298  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","2300 E RIVERSIDE DR  ","78741","Yes"
"8725","2016-1630304  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","4600 W PARMER LN  ","78727","Yes"
"8726","2016-1630304  ","GONE",2016-06-11,2016,"Jun",11,"DWI .15 BAC OR ABOVE  ","4600 W PARMER LN  ","78727","Yes"
"8727","2016-1630372  ","GONE",2016-06-11,2016,"Jun",11,"DWI 2ND  ","EDMUNDSBURY DR at STAMBOURNE ST  ","78747","Yes"
"8728","2016-1630407  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","E RIVERSIDE DR at S PLEASANT VALLEY RD  ","78741","Yes"
"8729","2016-1630563  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","9430 E US 290 HWY EB  ","78724","Yes"
"8730","2016-1630563  ","GONE",2016-06-11,2016,"Jun",11,"DWI 2ND  ","9430 E US 290 HWY EB  ","78724","Yes"
"8731","2016-1631448  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","2900 SWEENEY LN  ","78723","Yes"
"8732","2016-1631746  ","GONE",2016-06-11,2016,"Jun",11,"DWI 2ND  ","8500 RESEARCH BLVD SVRD NB  ","78758","Yes"
"8733","2016-1630801  ","GONE",2016-06-11,2016,"Jun",11,"DWI  ","1900 BLOCK CANTERBURY ST  ","78702","No"
"8734","2016-1631822  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","MONTOPOLIS DR at GROVE BLVD  ","78741","Yes"
"8735","2016-1640017  ","GONE",2016-06-12,2016,"Jun",12,"DWI .15 BAC OR ABOVE  ","400 SABINE ST  ","78701","Yes"
"8736","2016-1640114  ","GONE",2016-06-12,2016,"Jun",12,"DWI .15 BAC OR ABOVE  ","6500 FM 2222 RD  ","78750","Yes"
"8737","2016-1640179  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","5900 N MOPAC DR NB  ","N/A  ","Yes"
"8738","2016-1640223  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","5100 BLOCK N MOPAC EXPY SB  ","78731","Yes"
"8739","2016-1640260  ","GONE",2016-06-12,2016,"Jun",12,"DWI .15 BAC OR ABOVE  ","1300 S IH 35 NB  ","78704","Yes"
"8740","2016-1640260  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","1300 S IH 35 NB  ","78704","Yes"
"8741","2016-1640264  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","5900 GLEN MEADOW DR  ","78745","Yes"
"8742","2016-1640280  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","E 51ST ST at CAMERON RD  ","78723","Yes"
"8743","2016-1640399  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","1500 BLOCK I-35 N  ","78701","Yes"
"8744","2016-1640816  ","GONE",2016-06-12,2016,"Jun",12,"DWI .15 BAC OR ABOVE  ","300 BASTROP HWY NB  ","78742","Yes"
"8745","2016-1641056  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","1800 GLENCLIFF DR  ","78704","Yes"
"8746","2016-1641230  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","TERI RD at E STASSNEY LN  ","78744","Yes"
"8747","2016-1641423  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","8225 N FM 620 RD  ","78726","Yes"
"8748","2016-1641605  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","E 6TH ST at I-35 N  ","78701","Yes"
"8749","2016-1641643  ","GONE",2016-06-12,2016,"Jun",12,"DWI  ","8600 W SH 71  ","78735","Yes"
"8750","2016-1650046  ","GONE",2016-06-13,2016,"Jun",13,"DWI  ","3400 BLOCK W WILLIAM CANNON DR  ","78745","Yes"
"8751","2016-1650061  ","GONE",2016-06-13,2016,"Jun",13,"DWI  ","E 18TH ST at TRINITY ST  ","78701","Yes"
"8752","2016-1650087  ","GONE",2016-06-13,2016,"Jun",13,"DWI  ","400 N LAMAR BLVD SVRD SB  ","78703","Yes"
"8753","2016-1650088  ","GONE",2016-06-13,2016,"Jun",13,"DWI .15 BAC OR ABOVE  ","744 W WILLIAM CANNON DR  ","78745","Yes"
"8754","2016-1650093  ","GONE",2016-06-13,2016,"Jun",13,"DWI 2ND  ","1600 BLOCK E RIVERSIDE DR  ","78741","Yes"
"8755","2016-1650122  ","GONE",2016-06-13,2016,"Jun",13,"DWI  ","S CONGRESS AVE at E BEN WHITE BLVD SVRD EB  ","78745","Yes"
"8756","2016-1650123  ","GONE",2016-06-13,2016,"Jun",13,"DWI  ","300 E MARTIN LUTHER KING JR BLVD  ","78705","Yes"
"8757","2016-1650133  ","GONE",2016-06-13,2016,"Jun",13,"DWI .15 BAC OR ABOVE  ","12400 N MOPAC EXPY NB  ","78727","Yes"
"8758","2016-1650146  ","GONE",2016-06-13,2016,"Jun",13,"DWI .15 BAC OR ABOVE  ","300 COOPER DR  ","78753","Yes"
"8759","2016-1650153  ","GONE",2016-06-13,2016,"Jun",13,"DWI  ","11500 N MOPAC EXPY NB  ","78727","Yes"
"8760","2016-1651874  ","GONE",2016-06-13,2016,"Jun",13,"DWI  ","2400 HARTFORD RD  ","78703","Yes"
"8761","2016-1651884  ","GONE",2016-06-13,2016,"Jun",13,"DWI  ","800 W 6TH ST  ","78701","Yes"
"8762","2016-1651885  ","GONE",2016-06-13,2016,"Jun",13,"DWI  ","100 BLOCK S 1ST ST  ","78704","Yes"
"8763","2016-1650101  ","GONE",2016-06-13,2016,"Jun",13,"DWI  ","S PLEASANT VALLEY RD at NUCKOLS CROSSING RD  ","78744","No"
"8764","2016-1640341  ","GONE",2016-06-14,2016,"Jun",14,"DWI  ","8900 S IH 35 SB  ","78745","Yes"
"8765","2016-1660019  ","GONE",2016-06-14,2016,"Jun",14,"DWI  ","1088 PARK PLZ  ","78753","Yes"
"8766","2016-1660029  ","GONE",2016-06-14,2016,"Jun",14,"DWI  ","9900 ANDERSON MILL RD  ","78750","Yes"
"8767","2016-1660120  ","GONE",2016-06-14,2016,"Jun",14,"DWI  ","1088 PARK PLZ  ","78753","Yes"
"8768","2016-1660157  ","GONE",2016-06-14,2016,"Jun",14,"DWI  ","STATON CV at STATON DR  ","78727","Yes"
"8769","2016-1660169  ","GONE",2016-06-14,2016,"Jun",14,"DWI  ","2600 PARK BEND DR  ","78758","Yes"
"8770","2016-1660198  ","GONE",2016-06-14,2016,"Jun",14,"DWI 2ND  ","ED BLUESTEIN BLVD NB at LOYOLA LN  ","78724","Yes"
"8771","2016-1661490  ","GONE",2016-06-14,2016,"Jun",14,"DWI  ","RESEARCH BLVD SVRD NB at OAK KNOLL DR  ","78727","Yes"
"8772","2016-1661623  ","GONE",2016-06-14,2016,"Jun",14,"DWI  ","12200 BLOCK N MOPAC EXPY NB  ","78727","Yes"
"8773","2016-1661806  ","GONE",2016-06-14,2016,"Jun",14,"DWI .15 BAC OR ABOVE  ","8300 RESEARCH BLVD NB  ","78758","Yes"
"8774","2016-1661841  ","GONE",2016-06-14,2016,"Jun",14,"DWI - DRUG RECOGNITION EXPERT  ","2100 WICKERSHAM LN  ","78741","Yes"
"8775","2016-1661841  ","GONE",2016-06-14,2016,"Jun",14,"DWI  ","2100 WICKERSHAM LN  ","78741","Yes"
"8776","2016-1660107  ","GONE",2016-06-14,2016,"Jun",14,"DWI  ","S US 183 HWY SB at METROPOLIS DR  ","78719","No"
"8777","2016-1670024  ","GONE",2016-06-15,2016,"Jun",15,"DWI  ","1600 BLOCK MONTOPOLIS DR  ","78741","Yes"
"8778","2016-1670062  ","GONE",2016-06-15,2016,"Jun",15,"DWI  ","BASTROP HWY NB at VARGAS RD  ","78741","Yes"
"8779","2016-1670084  ","GONE",2016-06-15,2016,"Jun",15,"DWI  ","705 HARRIS AVE  ","78705","Yes"
"8780","2016-1670145  ","GONE",2016-06-15,2016,"Jun",15,"DWI 2ND  ","1800 OHLEN RD  ","78757","Yes"
"8781","2016-1670147  ","GONE",2016-06-15,2016,"Jun",15,"DWI .15 BAC OR ABOVE  ","5200 BLOCK E WILLIAM CANNON DR  ","78744","Yes"
"8782","2016-1670147  ","GONE",2016-06-15,2016,"Jun",15,"DWI  ","5200 BLOCK E WILLIAM CANNON DR  ","78744","Yes"
"8783","2016-1670168  ","GONE",2016-06-15,2016,"Jun",15,"DWI  ","W RUNDBERG LN at QUAIL FIELD DR  ","78758","Yes"
"8784","2016-1671376  ","GONE",2016-06-15,2016,"Jun",15,"DWI  ","6200 CADDIE ST  ","78741","Yes"
"8785","2016-1671396  ","GONE",2016-06-15,2016,"Jun",15,"DWI  ","1100 WEST AVE  ","78701","Yes"
"8786","2016-1671889  ","GONE",2016-06-15,2016,"Jun",15,"DWI  ","201 TRINITY ST  ","78701","Yes"
"8787","2016-1671889  ","GONE",2016-06-15,2016,"Jun",15,"DWI - DRUG RECOGNITION EXPERT  ","201 TRINITY ST  ","78701","Yes"
"8788","2016-1671905  ","GONE",2016-06-15,2016,"Jun",15,"DWI  ","9200 ANDERSON MILL RD  ","78729","Yes"
"8789","2016-1671923  ","GONE",2016-06-15,2016,"Jun",15,"DWI  ","6500 ED BLUESTEIN BLVD NB  ","78724","Yes"
"8790","2016-1671940  ","GONE",2016-06-15,2016,"Jun",15,"DWI 2ND  ","1900 RED RIVER ST  ","78712","Yes"
"8791","2016-1671759  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","4901 TERI RD  ","78744","Yes"
"8792","2016-1671759  ","GONE",2016-06-16,2016,"Jun",16,"DWI 2ND  ","4901 TERI RD  ","78744","Yes"
"8793","2016-1680058  ","GONE",2016-06-16,2016,"Jun",16,"DWI .15 BAC OR ABOVE  ","800 BLOCK W CESAR CHAVEZ ST  ","78701","Yes"
"8794","2016-1680066  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","W BRAKER LN at N MOPAC EXPY SVRD NB  ","78758","Yes"
"8795","2016-1680078  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","1009 NEWNING AVE  ","78704","Yes"
"8796","2016-1680088  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","8631 N LAMAR BLVD  ","78753","Yes"
"8797","2016-1680106  ","GONE",2016-06-16,2016,"Jun",16,"DWI 2ND  ","5300 S IH 35 SVRD SB  ","78745","Yes"
"8798","2016-1680127  ","GONE",2016-06-16,2016,"Jun",16,"DWI 2ND  ","2620 LAKE AUSTIN BLVD  ","78703","Yes"
"8799","2016-1680158  ","GONE",2016-06-16,2016,"Jun",16,"DWI .15 BAC OR ABOVE  ","11900 N MOPAC EXPY SVRD NB  ","78758","Yes"
"8800","2016-1680161  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","600 TRINITY ST  ","78701","Yes"
"8801","2016-1680633  ","GONE",2016-06-16,2016,"Jun",16,"DWI 2ND  ","STONELAKE BLVD at N CAPITAL OF TEXAS HWY SB  ","78759","Yes"
"8802","2016-1680633  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","STONELAKE BLVD at N CAPITAL OF TEXAS HWY SB  ","78759","Yes"
"8803","2016-1681489  ","GONE",2016-06-16,2016,"Jun",16,"DWI - DRUG RECOGNITION EXPERT  ","5810 WELLINGTON DR  ","78723","Yes"
"8804","2016-1681489  ","GONE",2016-06-16,2016,"Jun",16,"DWI 2ND  ","5810 WELLINGTON DR  ","78723","Yes"
"8805","2016-1681526  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","8100 N CAPITAL OF TEXAS HWY NB  ","78731","Yes"
"8806","2016-1681697  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","700 BLOCK E ST JOHNS AVE  ","78752","Yes"
"8807","2016-1681716  ","GONE",2016-06-16,2016,"Jun",16,"DWI 2ND  ","3100 BLOCK MONTOPOLIS DR  ","78744","Yes"
"8808","2016-1681804  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","4700 N IH 35 SB  ","78751","Yes"
"8809","2016-1681900  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","701 E 11TH ST  ","78701","Yes"
"8810","2016-1680129  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","CONGRESS AVE at E 7TH ST  ","78701","No"
"8811","2016-1680158  ","GONE",2016-06-16,2016,"Jun",16,"DWI  ","11900 N MOPAC EXPY SVRD NB  ","78758","No"
"8812","2016-1690020  ","GONE",2016-06-17,2016,"Jun",17,"DWI 2ND  ","FAIRFIELD DR at N LAMAR BLVD  ","78753","Yes"
"8813","2016-1690041  ","GONE",2016-06-17,2016,"Jun",17,"DWI .15 BAC OR ABOVE  ","1100 W 6TH ST  ","78703","Yes"
"8814","2016-1690066  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","2100 S LAMAR BLVD  ","78704","Yes"
"8815","2016-1690096  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","800 W 6TH ST  ","78701","Yes"
"8816","2016-1690103  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","6000 N MOPAC EXPY NB  ","78727","Yes"
"8817","2016-1690164  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","7800 BLOCK FM 969 RD  ","78724","Yes"
"8818","2016-1690169  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","4100 BANISTER LN  ","78704","Yes"
"8819","2016-1690239  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","4700 N IH 35 SB  ","78751","Yes"
"8820","2016-1690732  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","6625 CAMERON RD  ","78752","Yes"
"8821","2016-1691746  ","GONE",2016-06-17,2016,"Jun",17,"DWI 2ND  ","500 VFW RD  ","78753","Yes"
"8822","2016-1691853  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","5100 N LAMAR BLVD  ","78756","Yes"
"8823","2016-1691965  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","6400 S IH 35 SVRD SB  ","78745","Yes"
"8824","2016-1692013  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","11900 BURNET RD  ","78758","Yes"
"8825","2016-1692013  ","GONE",2016-06-17,2016,"Jun",17,"DWI - DRUG RECOGNITION EXPERT  ","11900 BURNET RD  ","78758","Yes"
"8826","2016-1692049  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","4400 E RIVERSIDE DR  ","78741","Yes"
"8827","2016-1692061  ","GONE",2016-06-17,2016,"Jun",17,"DWI  ","1000 E RIVERSIDE DR  ","78704","Yes"
"8828","2016-1690075  ","GONE",2016-06-17,2016,"Jun",17,"DWI .15 BAC OR ABOVE  ","6100 MARIGOLD TER  ","78741","No"
"8829","2016-1700024  ","GONE",2016-06-18,2016,"Jun",18,"DWI  ","E OLTORF ST at S IH 35 SVRD NB  ","78741","Yes"
"8830","2016-1700128  ","GONE",2016-06-18,2016,"Jun",18,"DWI  ","1124 RUTLAND DR  ","78758","Yes"
"8831","2016-1700134  ","GONE",2016-06-18,2016,"Jun",18,"DWI  ","8900 BLOCK RESEARCH BLVD SVRD NB  ","78758","Yes"
"8832","2016-1700189  ","GONE",2016-06-18,2016,"Jun",18,"DWI 2ND  ","E 7TH ST at PEDERNALES ST  ","78702","Yes"
"8833","2016-1700283  ","GONE",2016-06-18,2016,"Jun",18,"DWI  ","12000 S IH 35 SB  ","N/A  ","Yes"
"8834","2016-1700319  ","GONE",2016-06-18,2016,"Jun",18,"DWI - DRUG RECOGNITION EXPERT  ","2606 GUADALUPE ST  ","78705","Yes"
"8835","2016-1700328  ","GONE",2016-06-18,2016,"Jun",18,"DWI  ","3603 SOUTHRIDGE DR  ","78704","Yes"
"8836","2016-1701592  ","GONE",2016-06-18,2016,"Jun",18,"DWI 2ND  ","8101 SALT SPRINGS DR  ","78747","Yes"
"8837","2016-1701592  ","GONE",2016-06-18,2016,"Jun",18,"DWI - DRUG RECOGNITION EXPERT  ","8101 SALT SPRINGS DR  ","78747","Yes"
"8838","2016-1701715  ","GONE",2016-06-18,2016,"Jun",18,"DWI 2ND  ","1100 AIRPORT BLVD  ","78702","Yes"
"8839","2016-1701763  ","GONE",2016-06-18,2016,"Jun",18,"DWI  ","W RUNDBERG LN at NORTHGATE BLVD  ","78758","Yes"
"8840","2016-1701795  ","GONE",2016-06-18,2016,"Jun",18,"DWI 2ND  ","500 NECHES ST  ","78701","Yes"
"8841","2016-1701800  ","GONE",2016-06-18,2016,"Jun",18,"DWI  ","2205 LAKE AUSTIN BLVD  ","78703","Yes"
"8842","2016-1701889  ","GONE",2016-06-18,2016,"Jun",18,"DWI 2ND  ","8630 N LAMAR BLVD  ","78758","Yes"
"8843","2016-1701414  ","GONE",2016-06-18,2016,"Jun",18,"DWI  ","0 N SH 45 W WB  ","N/A  ","No"
"8844","2016-1710004  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","4200 JAMES CASEY ST  ","78745","Yes"
"8845","2016-1710163  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","1800 S CONGRESS AVE  ","78704","Yes"
"8846","2016-1710261  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","20 N IH 35 SB  ","N/A  ","Yes"
"8847","2016-1710283  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","917 GUADALUPE ST  ","78701","Yes"
"8848","2016-1710325  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","1234 S LAMAR BLVD  ","78704","Yes"
"8849","2016-1710451  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","3500 COMSOUTH DR  ","78744","Yes"
"8850","2016-1711095  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","1200 W ANDERSON LN  ","78757","Yes"
"8851","2016-1711095  ","GONE",2016-06-19,2016,"Jun",19,"DWI 2ND  ","1200 W ANDERSON LN  ","78757","Yes"
"8852","2016-1711133  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","3400 ED BLUESTEIN BLVD NB  ","78725","Yes"
"8853","2016-1711133  ","GONE",2016-06-19,2016,"Jun",19,"DWI .15 BAC OR ABOVE  ","3400 ED BLUESTEIN BLVD NB  ","78725","Yes"
"8854","2016-1711379  ","GONE",2016-06-19,2016,"Jun",19,"DWI 2ND  ","12501 TECH RIDGE BLVD  ","78753","Yes"
"8855","2016-1711437  ","GONE",2016-06-19,2016,"Jun",19,"DWI 2ND  ","4000 BLOCK E SH 71 WB  ","78617","Yes"
"8856","2016-1711498  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","11900 RESEARCH BLVD SVRD NB  ","78727","Yes"
"8857","2016-1711546  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","3700 S IH 35 SB  ","78704","Yes"
"8858","2016-1711563  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","601 W 6TH ST  ","78701","Yes"
"8859","2016-1711565  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","801 E WILLIAM CANNON DR  ","78745","Yes"
"8860","2016-1711672  ","GONE",2016-06-19,2016,"Jun",19,"DWI - DRUG RECOGNITION EXPERT  ","E RIVERSIDE DR at WICKERSHAM LN  ","78741","Yes"
"8861","2016-1711672  ","GONE",2016-06-19,2016,"Jun",19,"DWI 2ND  ","E RIVERSIDE DR at WICKERSHAM LN  ","78741","Yes"
"8862","2016-1711135  ","GONE",2016-06-19,2016,"Jun",19,"DWI  ","SARA DR at EBERT AVE  ","78721","No"
"8863","2016-1720048  ","GONE",2016-06-20,2016,"Jun",20,"DWI  ","CARDINAL LN at S 1ST ST  ","78704","Yes"
"8864","2016-1720095  ","GONE",2016-06-20,2016,"Jun",20,"DWI  ","7605K BLUFF SPRINGS RD  ","78744","Yes"
"8865","2016-1720112  ","GONE",2016-06-20,2016,"Jun",20,"DWI  ","6118 FAIRWAY ST  ","78741","Yes"
"8866","2016-1720117  ","GONE",2016-06-20,2016,"Jun",20,"DWI  ","500 E CESAR CHAVEZ ST  ","78701","Yes"
"8867","2016-1720124  ","GONE",2016-06-20,2016,"Jun",20,"DWI - DRUG RECOGNITION EXPERT  ","11135 I-35 N  ","78753","Yes"
"8868","2016-1720124  ","GONE",2016-06-20,2016,"Jun",20,"DWI  ","11135 I-35 N  ","78753","Yes"
"8869","2016-1720130  ","GONE",2016-06-20,2016,"Jun",20,"DWI  ","E 6TH ST at SAN JACINTO BLVD  ","78701","Yes"
"8870","2016-1720144  ","GONE",2016-06-20,2016,"Jun",20,"DWI .15 BAC OR ABOVE  ","519 HEARN ST  ","78703","Yes"
"8871","2016-1720215  ","GONE",2016-06-20,2016,"Jun",20,"DWI  ","3100 S US 183 HWY SB  ","78744","Yes"
"8872","2016-1720552  ","GONE",2016-06-20,2016,"Jun",20,"DWI  ","2101 WICKERSHAM LN  ","78741","Yes"
"8873","2016-1721394  ","GONE",2016-06-20,2016,"Jun",20,"DWI  ","4301 W WILLIAM CANNON DR  ","78749","Yes"
"8874","2016-1721702  ","GONE",2016-06-20,2016,"Jun",20,"DWI  ","9919 SERVICE AVE  ","78719","Yes"
"8875","2016-1700247  ","GONE",2016-06-21,2016,"Jun",21,"DWI  ","4700 E RIVERSIDE DR  ","78741","Yes"
"8876","2016-1730051  ","GONE",2016-06-21,2016,"Jun",21,"DWI  ","1400 NEWFIELD LN  ","78703","Yes"
"8877","2016-1730062  ","GONE",2016-06-21,2016,"Jun",21,"DWI  ","2109 WHITESTONE DR  ","78745","Yes"
"8878","2016-1730117  ","GONE",2016-06-21,2016,"Jun",21,"DWI 2ND  ","1000 CLAYTON LN  ","78723","Yes"
"8879","2016-1730117  ","GONE",2016-06-21,2016,"Jun",21,"DWI - DRUG RECOGNITION EXPERT  ","1000 CLAYTON LN  ","78723","Yes"
"8880","2016-1730127  ","GONE",2016-06-21,2016,"Jun",21,"DWI  ","I-35 N TO 6TH RAMP at E 6TH ST  ","78702","Yes"
"8881","2016-1730144  ","GONE",2016-06-21,2016,"Jun",21,"DWI .15 BAC OR ABOVE  ","S 1ST ST at BARTON SPRINGS RD  ","78704","Yes"
"8882","2016-1731344  ","GONE",2016-06-21,2016,"Jun",21,"DWI  ","COOPER LN at W WILLIAM CANNON DR  ","78745","Yes"
"8883","2016-1731772  ","GONE",2016-06-21,2016,"Jun",21,"DWI  ","1500 N MOPAC EXPY NB  ","78727","Yes"
"8884","2016-1731808  ","GONE",2016-06-21,2016,"Jun",21,"DWI  ","1400 NEWFIELD LN  ","78703","Yes"
"8885","2016-1731797  ","GONE",2016-06-22,2016,"Jun",22,"DWI  ","1600 BITTERN HLW  ","N/A  ","Yes"
"8886","2016-1740052  ","GONE",2016-06-22,2016,"Jun",22,"DWI  ","W BRAKER LN at N MOPAC EXPY SVRD NB  ","78758","Yes"
"8887","2016-1740093  ","GONE",2016-06-22,2016,"Jun",22,"DWI  ","4300 PARKWOOD RD  ","78722","Yes"
"8888","2016-1740100  ","GONE",2016-06-22,2016,"Jun",22,"DWI  ","600 BLOCK E 8TH ST  ","78701","Yes"
"8889","2016-1740100  ","GONE",2016-06-22,2016,"Jun",22,"DWI .15 BAC OR ABOVE  ","600 BLOCK E 8TH ST  ","78701","Yes"
"8890","2016-1740103  ","GONE",2016-06-22,2016,"Jun",22,"DWI  ","1400 HARTFORD RD  ","78703","Yes"
"8891","2016-1740124  ","GONE",2016-06-22,2016,"Jun",22,"DWI 2ND  ","100 TRINITY ST  ","78701","Yes"
"8892","2016-1740166  ","GONE",2016-06-22,2016,"Jun",22,"DWI  ","3201 S LAMAR BLVD  ","78704","Yes"
"8893","2016-1740175  ","GONE",2016-06-22,2016,"Jun",22,"DWI  ","1900 BLOCK I-35 N  ","78722","Yes"
"8894","2016-1740358  ","GONE",2016-06-22,2016,"Jun",22,"DWI  ","5400 BLK I-35 N  ","N/A  ","Yes"
"8895","2016-1740358  ","GONE",2016-06-22,2016,"Jun",22,"DWI 2ND  ","5400 BLOCK I-35 N  ","78723","Yes"
"8896","2016-1741157  ","GONE",2016-06-22,2016,"Jun",22,"DWI - DRUG RECOGNITION EXPERT  ","4500 ED BLUESTEIN BLVD NB  ","78725","Yes"
"8897","2016-1741157  ","GONE",2016-06-22,2016,"Jun",22,"DWI  ","4500 ED BLUESTEIN BLVD NB  ","78725","Yes"
"8898","2016-1741737  ","GONE",2016-06-22,2016,"Jun",22,"DWI 2ND  ","801 S LAMAR BLVD  ","N/A  ","Yes"
"8899","2016-1741791  ","GONE",2016-06-23,2016,"Jun",23,"DWI 2ND  ","VERNON AVE at ADALEE AVE  ","78723","Yes"
"8900","2016-1750019  ","GONE",2016-06-23,2016,"Jun",23,"DWI  ","N CAPITAL OF TEXAS HWY at RESEARCH BLVD SVRD SB  ","78759","Yes"
"8901","2016-1750038  ","GONE",2016-06-23,2016,"Jun",23,"DWI  ","1700 E RIVERSIDE DR  ","78741","Yes"
"8902","2016-1750046  ","GONE",2016-06-23,2016,"Jun",23,"DWI  ","1400 E RIVERSIDE DR  ","78741","Yes"
"8903","2016-1750076  ","GONE",2016-06-23,2016,"Jun",23,"DWI  ","1100 LAVACA ST  ","78701","Yes"
"8904","2016-1750076  ","GONE",2016-06-23,2016,"Jun",23,"DWI - DRUG RECOGNITION EXPERT  ","1100 LAVACA ST  ","78701","Yes"
"8905","2016-1750086  ","GONE",2016-06-23,2016,"Jun",23,"DWI 2ND  ","5800 LOYOLA LN  ","78724","Yes"
"8906","2016-1750162  ","GONE",2016-06-23,2016,"Jun",23,"DWI .15 BAC OR ABOVE  ","200 E 5TH ST  ","78701","Yes"
"8907","2016-1750166  ","GONE",2016-06-23,2016,"Jun",23,"DWI  ","500 NECHES ST  ","78701","Yes"
"8908","2016-1750190  ","GONE",2016-06-23,2016,"Jun",23,"DWI  ","5300 THUNDER CREEK RD  ","78759","Yes"
"8909","2016-1751522  ","GONE",2016-06-23,2016,"Jun",23,"DWI .15 BAC OR ABOVE  ","2901 S CAPITAL OF TEXAS HWY NB  ","78746","Yes"
"8910","2016-1751522  ","GONE",2016-06-23,2016,"Jun",23,"DWI  ","2901 S CAPITAL OF TEXAS HWY NB  ","78746","Yes"
"8911","2016-1751757  ","GONE",2016-06-23,2016,"Jun",23,"DWI  ","400 BLOCK W POWELL LN  ","78753","Yes"
"8912","2016-1751765  ","GONE",2016-06-23,2016,"Jun",23,"DWI 2ND  ","E WILLIAM CANNON DR at ELM CREEK DR  ","78744","Yes"
