city,inventory_mean.2000,inventory_mean.2001,inventory_mean.2002,inventory_mean.2003,inventory_mean.2004,inventory_mean.2005,inventory_mean.2006,inventory_mean.2007,inventory_mean.2008,inventory_mean.2009,inventory_mean.2010,inventory_mean.2011,inventory_mean.2012,inventory_mean.2013,inventory_mean.2014,inventory_mean.2015,inventory_sd.2000,inventory_sd.2001,inventory_sd.2002,inventory_sd.2003,inventory_sd.2004,inventory_sd.2005,inventory_sd.2006,inventory_sd.2007,inventory_sd.2008,inventory_sd.2009,inventory_sd.2010,inventory_sd.2011,inventory_sd.2012,inventory_sd.2013,inventory_sd.2014,inventory_sd.2015,listings_mean.2000,listings_mean.2001,listings_mean.2002,listings_mean.2003,listings_mean.2004,listings_mean.2005,listings_mean.2006,listings_mean.2007,listings_mean.2008,listings_mean.2009,listings_mean.2010,listings_mean.2011,listings_mean.2012,listings_mean.2013,listings_mean.2014,listings_mean.2015,listings_sd.2000,listings_sd.2001,listings_sd.2002,listings_sd.2003,listings_sd.2004,listings_sd.2005,listings_sd.2006,listings_sd.2007,listings_sd.2008,listings_sd.2009,listings_sd.2010,listings_sd.2011,listings_sd.2012,listings_sd.2013,listings_sd.2014,listings_sd.2015,median_mean.2000,median_mean.2001,median_mean.2002,median_mean.2003,median_mean.2004,median_mean.2005,median_mean.2006,median_mean.2007,median_mean.2008,median_mean.2009,median_mean.2010,median_mean.2011,median_mean.2012,median_mean.2013,median_mean.2014,median_mean.2015,median_sd.2000,median_sd.2001,median_sd.2002,median_sd.2003,median_sd.2004,median_sd.2005,median_sd.2006,median_sd.2007,median_sd.2008,median_sd.2009,median_sd.2010,median_sd.2011,median_sd.2012,median_sd.2013,median_sd.2014,median_sd.2015,month_mean.2000,month_mean.2001,month_mean.2002,month_mean.2003,month_mean.2004,month_mean.2005,month_mean.2006,month_mean.2007,month_mean.2008,month_mean.2009,month_mean.2010,month_mean.2011,month_mean.2012,month_mean.2013,month_mean.2014,month_mean.2015,month_sd.2000,month_sd.2001,month_sd.2002,month_sd.2003,month_sd.2004,month_sd.2005,month_sd.2006,month_sd.2007,month_sd.2008,month_sd.2009,month_sd.2010,month_sd.2011,month_sd.2012,month_sd.2013,month_sd.2014,month_sd.2015,sales_mean.2000,sales_mean.2001,sales_mean.2002,sales_mean.2003,sales_mean.2004,sales_mean.2005,sales_mean.2006,sales_mean.2007,sales_mean.2008,sales_mean.2009,sales_mean.2010,sales_mean.2011,sales_mean.2012,sales_mean.2013,sales_mean.2014,sales_mean.2015,sales_sd.2000,sales_sd.2001,sales_sd.2002,sales_sd.2003,sales_sd.2004,sales_sd.2005,sales_sd.2006,sales_sd.2007,sales_sd.2008,sales_sd.2009,sales_sd.2010,sales_sd.2011,sales_sd.2012,sales_sd.2013,sales_sd.2014,sales_sd.2015,volume_mean.2000,volume_mean.2001,volume_mean.2002,volume_mean.2003,volume_mean.2004,volume_mean.2005,volume_mean.2006,volume_mean.2007,volume_mean.2008,volume_mean.2009,volume_mean.2010,volume_mean.2011,volume_mean.2012,volume_mean.2013,volume_mean.2014,volume_mean.2015,volume_sd.2000,volume_sd.2001,volume_sd.2002,volume_sd.2003,volume_sd.2004,volume_sd.2005,volume_sd.2006,volume_sd.2007,volume_sd.2008,volume_sd.2009,volume_sd.2010,volume_sd.2011,volume_sd.2012,volume_sd.2013,volume_sd.2014,volume_sd.2015
Paris,7.658333333,8.45,9.416666667,11.11666667,10.29166667,10.5,8.7,8.016666667,9.763636364,10.65833333,12.23333333,13.675,12.725,11.23333333,8.583333333,8.242857143,0.57280543,0.836116564,1.074356749,1.055576821,0.505350164,NA,2.294558781,1.623594964,0.905839641,0.79482226,1.935004502,0.935292856,0.767670621,0.773813853,0.761378335,0.359894164,299.6666667,323.5,347.0833333,412.25,410.9166667,406,389.4,349.5,353,324.25,338.75,348.4166667,357.25,356.25,303.0833333,297.5714286,23.70014704,27.92034123,36.6815741,32.27756046,12.21369078,NA,103.6209438,64.93283243,36.32629901,23.25794097,41.61320813,22.00602535,18.03594895,17.83828875,17.53675793,9.980934206,69400,70608.33333,72000,79916.66667,74716.66667,81750,87316.66667,78433.33333,82283.33333,93250,101516.6667,87333.33333,83175,86800,99033.33333,111271.4286,6610.597552,6585.998693,8508.712113,7397.644998,13827.89232,9761.287173,10555.46677,8146.759906,11533.73182,13217.79104,26865.17967,17435.45673,13752.29733,12120.23102,15495.88411,16902.23992,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,38.58333333,36.16666667,36.91666667,38.58333333,39.5,42.5,44.08333333,40.75,33.75,29.58333333,26.41666667,25.58333333,29.41666667,34.5,36.08333333,35.57142857,11.09838918,7.565872338,7.525210155,7.064100449,9.8580839,7.786935446,16.35658518,10.43704068,9.54534632,7.656943769,5.160308894,4.925967064,5.743903224,4.2958754,11.28521425,9.015859043,2952695,3014166.667,3127916.667,3512500,3468750,4035416.667,4646250,3985833.333,3353333.333,3171527.917,3288167.667,2731837,2975480.667,3672796.25,4218327.917,4296813.143,829879.7757,611918.8647,807837.9066,740133.5875,1306892.784,973294.4484,2099845.368,1001689.104,1058453.703,892612.9854,1547359.198,793386.7164,702837.926,544758.689,1301932.511,1393519.547
Port Arthur,6.166666667,6.91,6.15,6.466666667,6.983333333,6.409090909,4.518181818,5.366666667,6.909090909,9.083333333,10.59166667,12.45,10.8,10.825,9.608333333,7.45,0.488659267,0.409471204,0.384943916,0.418511069,0.611753565,0.546725791,0.430855386,0.810536672,0.43232984,1.14561086,1.620021511,0.69084928,0.969535971,1.714709093,0.856481527,0.225831796,349.4166667,398.8,377.25,424.5833333,465.1666667,465,343,453.75,560.0909091,665.0833333,628.1666667,648.9166667,596.4166667,669.3333333,640.1666667,535.1666667,26.82081394,16.68532289,21.92186538,28.26002102,41.69986556,48.92647545,27.97141398,75.21620353,43.53953272,80.64789727,63.89171711,28.07282197,15.43583984,105.4491117,36.26877779,15.61302875,65275,71580,68383.33333,74241.66667,79158.33333,84641.66667,91541.66667,105766.6667,115275,123550,105541.6667,107691.6667,111108.3333,116033.3333,115216.6667,117100,5095.653228,5895.723497,6797.035896,5961.765805,5671.693403,10857.54521,8486.937378,13239.49555,11445.85078,12705.36751,12922.45813,9678.97988,12089.17309,9329.652954,11709.03562,17357.89926,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,57.41666667,59,63.33333333,66.58333333,70.25,70.83333333,83.08333333,85,77,67.75,55.33333333,49.66666667,62.25,62.91666667,71.25,70.14285714,12.65240425,10.04434612,8.927315929,8.468748253,14.23264493,23.9386843,13.40595752,14.84465009,20.73205686,17.99558027,13.58698129,8.205689083,12.2557964,13.62790141,13.7253912,16.87630066,4407916.667,4877000,5162500,5759583.333,6472500,7060416.667,9005416.667,10661250,9999583.333,9642850.917,6344761.833,5996932,7805793.417,8195612.25,9471523,9846053.571,898778.1057,757841.2323,892108.0754,801060.2586,1388169.986,2378952.652,1797248.476,2367381.681,2769235.584,3053991.011,1324098.342,1100793.294,1867824.351,1819609.914,1875859.251,3029107.193
San Angelo,6.916666667,6.366666667,5.383333333,5.483333333,5.791666667,4.266666667,4.7,2.533333333,4.016666667,5.233333333,6.133333333,6.345454545,4.672727273,2.758333333,3.875,3.842857143,0.746912838,0.465800061,0.309936455,0.329830076,0.659832394,0.509901951,NA,0.54160256,0.86111274,0.311399578,0.67059449,0.660853443,0.384943916,0.46212618,0.372033723,0.293582146,653.3333333,619.5833333,532.75,558.0833333,620.75,529.4444444,624,335.0833333,493.25,548.5833333,623.6666667,603.1818182,486.4545455,375,488.25,495.2857143,69.10247112,35.3616596,30.00037879,37.64295982,56.29326619,49.79736718,NA,72.43738153,79.73949062,26.00859415,61.42450404,55.13949253,26.93831337,79.09487973,32.15622377,44.66435673,72980,78508.33333,77691.66667,81458.33333,86258.33333,90416.66667,98775,105608.3333,111750,113483.3333,116708.3333,121516.6667,124300,139300,152475,156728.5714,4694.867174,5510.066545,4208.316082,5009.347323,3431.792093,6732.125604,3980.66349,9888.878816,6497.901759,8932.355216,15155.52455,6428.60558,10498.05177,11748.11397,8786.469453,14013.17407,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,93.5,102.4166667,99,101.8333333,114.75,135.0833333,129.3333333,132.6666667,111.5,104,97.66666667,95.58333333,114.5,140.5833333,126.25,130.2857143,26.25919752,16.38435137,15.69597516,21.01875065,20.3564821,26.23480801,29.40109254,26.0221351,21.31367465,17.67381216,20.80355447,19.56089946,24.4298625,30.84111286,24.23417947,29.85361109,7835744.5,9050000,8670416.667,9447916.667,11542083.33,14165416.67,15103333.33,16817500,14108333.33,13233163.25,13136717.08,13224941.75,16340205.92,22105203.58,21764135.33,23206761.14,2386005.097,1706211.913,1697368.898,2126879.338,2334760.508,3098960.572,3407331.89,3903411.387,3046955.51,2576327.185,2797570.634,3039991.215,4137692.883,5287826.611,4872727.973,6782952.778
San Antonio,4.975,5.116666667,5.333333333,5.733333333,5.566666667,4.566666667,4.075,5.675,7.408333333,8.05,7.95,7.833333333,6.4,4.875,4.316666667,3.814285714,0.171225529,0.240580107,0.226969495,0.260535579,0.16583124,0.455937263,0.16583124,0.64543854,0.64308678,0.466125227,0.284445234,0.609520427,0.617914381,0.48265365,0.340676688,0.195180015,6408.166667,6820.166667,7076.75,8022.5,8772.888889,8444.916667,8649.583333,11968.08333,13296.58333,12193.83333,12724.16667,11886.83333,10349.66667,9134.416667,8883,8455,313.0956384,302.3705834,214.4702247,426.9133402,217.887267,467.4278667,581.2756283,1133.343923,598.6866624,538.6877715,670.3056065,795.4713678,699.4075848,537.4545153,626.9530938,664.1380379,93208.33333,98891.66667,106300,112758.3333,118116.6667,130033.3333,139700,147408.3333,147466.6667,147300,149858.3333,150983.3333,157950,168183.3333,178516.6667,190542.8571,4531.999024,5299.478248,4433.959855,6880.599648,6350.351935,7529.25607,5931.732845,4323.815305,5550.812116,5860.03413,7478.995841,3259.066607,6753.382991,8523.532487,8070.015583,8849.266852,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,1299.166667,1355.166667,1331.75,1488.5,1707.75,2002.833333,2180.75,1996.416667,1614.25,1560.25,1537.416667,1542.333333,1713.75,2008.916667,2130.916667,2350.714286,267.3437805,263.899028,219.6137622,258.306548,348.2481156,388.6776728,406.9119013,374.1860156,311.33762,333.0097255,348.3416448,303.4769224,314.9594851,413.1426032,393.8270175,557.9742271,155247478.9,168326172.4,174771332.2,205670700.3,245791839.4,313071503.2,369581361.9,359828894.3,293945229.2,278871312.7,282512676.6,283700089.7,330675565.6,415542697,461664642.8,542316278.3,34023424.64,35362429.13,31750833.01,43737688.26,60051510.98,71803873.25,80756882.7,77864441.91,64806952.31,63701733.09,65115808.08,62295595.25,71196760.83,99835795.89,101392897.3,151771220.1
San Marcos,7.083333333,8.366666667,NA,NA,NA,NA,NA,NA,7.575,9.4,10.525,8.325,8.141666667,5.8,4.283333333,3.816666667,0.963736416,0.351188458,NA,NA,NA,NA,NA,NA,0.644851404,1.292636488,5.421191583,0.721267823,0.929768626,1.550952786,0.604277681,0.411906138,216,258.3333333,NA,NA,NA,NA,NA,NA,164.25,171.9166667,213.4166667,170.3333333,147.8333333,120,104.75,96.33333333,30.06356901,1.527525232,NA,NA,NA,NA,NA,NA,15.54295124,13.80683845,119.0839722,12.6443184,15.31388754,29.15475947,13.37653984,10.46263192,110075,123333.3333,NA,NA,NA,138275,139691.6667,147500,148183.3333,144141.6667,141425,150950,156925,156950,161225,182616.6667,8744.465782,3055.050463,NA,NA,NA,17449.5181,20350.40577,24864.17649,15629.10067,24808.44645,35643.87299,15506.9779,12106.20615,12649.64965,13137.94816,26931.05395,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,30.16666667,31,NA,NA,NA,33.16666667,35.41666667,27.66666667,21.66666667,17.5,22.08333333,18.5,18.5,23,25.16666667,27.5,8.809430209,17.57839583,NA,NA,NA,11.62155782,11.87402309,12.2350713,8.003786982,6.244997998,9.624385065,11.1069184,7.128687244,8.112840552,9.3695186,8.734987121,3498333.333,3725000,NA,NA,NA,5045833.333,5429583.333,4537500,3502083.333,2885985.833,3257966.583,3138380.5,3183927.333,4287536.5,4665669.417,5968121,1069093.357,2005317.93,NA,NA,NA,1678459.566,1863819.951,1762768.355,1262217.49,1204735.836,1538682.229,1816750.975,1041636.32,1658613.358,1747881.441,2429144.208
Sherman-Denison,6.375,7.6,9.291666667,10.09166667,10.775,8.681818182,9.066666667,9.275,9.683333333,11.06666667,11.33333333,10.725,9,7.116666667,6.041666667,4.185714286,0.319445542,1.029563014,0.284312035,0.586915409,0.648249391,0.357262318,0.539921431,0.459495771,0.482103975,0.983808309,0.71265615,0.872952149,0.826823055,0.607279078,0.553432813,0.157359158,524.6666667,658.3333333,809.75,958.6666667,1117,1081.727273,1130.25,1170.583333,1076.25,992.9166667,1026.666667,927.4166667,817.1666667,752.25,700.6666667,539,28.99634251,62.49993939,37.4071578,50.08054119,56.47686574,46.32729413,57.93432802,52.92440292,63.17238321,51.24355096,79.77164378,64.94817281,52.0067012,40.22239313,52.2325801,26.06402374,76441.66667,83366.66667,86925,86841.66667,89775,95125,97091.66667,97833.33333,91441.66667,89766.66667,88633.33333,88091.66667,96825,105291.6667,110450,124914.2857,7361.751068,8656.29916,6291.85982,5530.980241,8390.159279,7710.927901,6809.813551,5045.85038,8185.403676,15967.4859,10299.27917,11130.01334,10896.79895,11322.17923,17908.73327,5375.07475,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,89.91666667,83.75,93.33333333,96.75,114,126,126.3333333,120.6666667,102.1666667,86.83333333,87.5,88.83333333,97.33333333,110.8333333,123.1666667,139.7142857,26.45221535,12.73595483,23.63484844,18.28126214,26.94438717,22.27513902,27.16392438,19.89670294,22.36813209,14.64633577,15.28814157,20.16672928,15.97915309,23.09991473,25.51232619,32.24755436,7895118.667,8132060.75,9496890.083,10012968.83,12166464.83,14225484.17,15630496.42,14596171.08,12013178.25,9707403.417,9784322.417,10333686.5,12263743.5,14558588.58,17054556,20400159.71,2270923.904,1372730.436,2501855.71,2358081.097,3367371.586,2381607.896,4457893.827,3048209.924,3359226.881,2576681.113,2249005.932,3004499.563,2304276.773,4134969.068,4441762.133,4904491.391
South Padre Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7125,41.55833333,32.34166667,24.96363636,21.74166667,19.12857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.117571048,4.825398398,3.681516074,2.385905584,1.987441632,0.555920515,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319.5,1328.454545,894.25,737.6666667,742,746.5,713.1428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.54017709,50.11858664,124.6100281,33.0078044,25.61249695,36.66928365,23.01759162,NA,NA,NA,NA,NA,NA,NA,NA,NA,190425,198533.3333,179508.3333,185725,179958.3333,163941.6667,183300,NA,NA,NA,NA,NA,NA,NA,NA,NA,42316.92924,28759.35684,44542.04262,28879.66019,38731.34644,28250.42102,26930.89923,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,22.66666667,20.33333333,26,32.75,37.33333333,35.71428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.828427125,7.278028371,6.813533769,7.058199616,9.056639955,10.57727696,10.3394759,NA,NA,NA,NA,NA,NA,NA,NA,NA,7873665,5897756.083,4237466.083,6143824.667,7331128.333,8429494.667,8607274.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020089.138,2155509.888,1407900.532,1834347.526,2204894.577,2439974.419,3132427.088
Temple-Belton,6.6,6.291666667,6.1,5.6,6.583333333,5.914285714,5.916666667,5.988888889,6.609090909,7.358333333,7.508333333,8.95,8.025,7.116666667,6.058333333,5.5,0.692820323,0.264431924,NA,0.294392029,0.324270744,0.52734736,0.462240918,0.340750805,0.144599761,0.701243484,0.536755122,0.641730615,0.598672774,0.653429183,0.5567084,0.3,586.4166667,591.0833333,584,555.375,673.75,716,876.5,985.6666667,1025.454545,1010.75,1088.666667,1138.25,1082.083333,1005.583333,887.0833333,843.5714286,48.42699911,22.81729142,NA,33.72128408,36.63362837,10.26320288,69.24954873,52.15361924,60.1105043,63.78532889,72.725303,62.37004672,66.71439579,74.97085292,76.25490546,59.88838825,88308.33333,89691.66667,95000,95750,99225,108075,114141.6667,118066.6667,121550,121158.3333,121741.6667,128350,127550,116108.3333,126366.6667,134985.7143,6222.168335,5251.053285,NA,4691.094077,3941.417604,7950.428805,9158.151693,7871.967911,7646.092288,5670.09032,12034.37941,9439.713016,6278.317667,13339.51467,15067.80634,11820.52291,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,92.08333333,95.91666667,74,100.6666667,107.9166667,136.75,159.8333333,161.25,143.5,146.3333333,134,128.0833333,138.9166667,145.9166667,148.6666667,164.1428571,20.05654884,18.72022889,NA,20.79044069,25.0615908,32.57194833,48.12830075,37.03591623,34.49505893,36.12688078,36.86338415,34.74702952,24.76602634,30.7939142,34.35201022,41.19234788,9900734.583,10670000,8925000,11292500,12851250,17243750,21530000,22336250,20030000,20490188.33,19027091.08,18049502.5,20195446.83,21179349.75,22492253.92,26208503.86,2532168.809,2616108.317,NA,2519950.847,3209008.715,4538080.354,7895745.114,6422285.109,5658722.551,5857758.203,6359587.355,6103059.814,4374990.254,6031920.468,6217443.01,7814199.028
Texarkana,NA,NA,NA,4.2,7.033333333,5.866666667,NA,6.6,7.725,8.291666667,8.683333333,9.825,9.03,10.325,9.391666667,6.342857143,NA,NA,NA,2.155612829,0.458257569,0.251661148,NA,NA,0.506548032,0.523030215,0.476413368,0.652442962,0.551865523,1.687992352,1.731766483,1.574650377,NA,268,NA,339.25,548,512,NA,530,577.9166667,578.5833333,642.0833333,707.0833333,670.7,733.6666667,769.5,571.2857143,NA,NA,NA,177.9857204,26.70674072,29.10326442,NA,NA,30.58359136,18.47090259,49.35116897,30.26686857,37.91818678,115.8096662,148.8254011,159.0458155,NA,79042.85714,79583.33333,83558.33333,87733.33333,94575,93258.33333,102825,100475,108975,111816.6667,102041.6667,103425,116425,103966.6667,111614.2857,NA,18896.72433,10502.71249,5308.048491,6326.902636,7838.845578,10080.98645,15922.83238,14181.55813,12005.53849,19568.14821,10203.15979,8703.408423,11077.99826,8446.552103,12834.77419,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,NA,95.71428571,78.66666667,80.08333333,82.66666667,90.41666667,94.16666667,80,75.58333333,67.58333333,75.16666667,73.66666667,74.58333333,71.58333333,85.58333333,100.5714286,NA,45.17637393,11.88836967,14.24754099,13.66703621,12.99271358,13.63707069,16.0113596,17.49523745,15.1264869,17.54906542,15.77301109,13.32433408,17.44319786,10.93333795,24.87875361,NA,10010714.29,7455416.667,7799166.667,8559166.667,10136666.67,10332500,9604583.333,8840000,8257450.833,8991720.917,8636714.417,8850265.083,10042253.25,10737955.67,13661350.43,NA,8004791.497,1602884.415,1425270.044,1451854.352,1528280.872,1814894.813,2326275.269,2409763.285,2084703.817,2113598.211,1866374.772,1918749.266,3330370.076,1942625.069,4505054.995
Tyler,8.9,9,8.75,9.091666667,9.308333333,7.891666667,7.966666667,9.083333333,10.25,11.83333333,12.63333333,13.46666667,11.58333333,10.18333333,8.758333333,7.157142857,0.48053001,0.69804923,0.509009734,1.299271358,1.052666168,0.420947704,0.347283833,0.652036437,0.588526666,0.904868984,0.912870929,1.108096922,0.645027601,0.623528571,0.817377551,0.26367368,1505.833333,1494.666667,1540.833333,1561.166667,1973.666667,2089,2334.25,2750.916667,2866.416667,2816.916667,3051.083333,3069.666667,2910.416667,2823.75,2670.333333,2448.142857,81.73553064,95.87807915,101.9971776,227.8675187,203.0281366,68.49419352,145.938421,194.9113824,127.3602324,120.2629379,226.4257688,184.6019469,122.9519184,159.7197119,172.1702822,131.0514257,93016.66667,101483.3333,101450,112333.3333,119075,123408.3333,130441.6667,133791.6667,133108.3333,131833.3333,135175,136216.6667,139250,146100,150466.6667,154714.2857,5154.668375,7988.267913,8955.800558,4923.105696,7095.981577,6207.979957,5976.690835,5175.8984,5943.898068,6798.573825,4782.187594,8505.16777,7983.221041,6725.528029,8543.400785,10390.60931,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,166.5833333,172.1666667,173,179.25,246.6666667,277.5833333,301.8333333,299.5833333,256.5,239.5,227.5,238.8333333,263.5,287.4166667,331.5,360,30.61033199,30.47452985,35.09467714,33.6941457,54.96831043,57.99288096,61.69843572,54.51181412,64.84316744,51.28972961,48.97958759,49.6200717,46.40239022,53.04964799,56.85308019,86.85044617,18870833.33,21110000,21521666.67,23825000,34685833.33,41544583.33,46987083.33,47476666.67,41250833.33,37104744.92,36346724.25,38553593.42,44010317.92,50325026.5,59601666,65815338.86,3955963.756,4731752.991,4986132.74,4766009.385,8701078.782,10532158.86,12145593,10293364.44,11769243.2,9067465.227,8394382.804,9405719.688,10229934.5,10325664.88,12761203.57,18452623.55
Victoria,5.216666667,4.966666667,5.225,5.916666667,5.15,4.666666667,4.233333333,4.975,5.766666667,7.166666667,6.858333333,5.208333333,3.85,3.816666667,3.458333333,3.8,0.607279078,0.661036835,0.931396801,0.537389876,0.287623491,0.296443566,0.391578004,1.352522895,0.422833157,0.642910051,0.529937103,0.945283347,0.323334895,0.119341628,0.137895437,0.152752523,299.8333333,306.8333333,331.25,337.9166667,334.5833333,332.3333333,326,386.1666667,427.25,444.4166667,425.8333333,333.0833333,282.75,283.3333333,276.9166667,295.1428571,29.28491183,37.74274965,35.78756767,18.79293065,11.93511498,18.14253332,30.56438807,107.4377903,29.5884652,20.51366876,38.30697381,45.67366126,26.46481369,9.509166232,11.91987136,14.07632257,84833.33333,84933.33333,87930,92341.66667,97891.66667,103683.3333,109633.3333,118400,123175,127708.3333,123608.3333,127091.6667,147008.3333,148966.6667,161400,173900,8196.377618,4852.803001,5419.72734,8912.958731,12126.26438,6891.342834,10994.48898,10577.50615,13165.25213,10224.52118,11419.79608,10349.39246,10312.78627,8621.045426,12062.18735,4243.033506,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,58.75,69.75,52.83333333,60.83333333,69.41666667,73.5,78.25,76.75,71.16666667,57.58333333,63,70.41666667,73.16666667,77.83333333,78.83333333,80.28571429,13.88998986,22.33678173,11.72280864,8.332121124,21.71073607,13.95772839,16.30462846,15.30374286,16.24154792,10.99138781,13.09406528,14.27304092,13.28590048,16.14611315,13.91423949,21.4686926,5603750,6868333.333,5479689,6512500,7890416.667,8826666.667,9732500,10312083.33,9953750,8033880.833,8700086.417,10400807.17,12372986,13013461.92,13996754.75,16168703.14,1650155.812,2458970.898,1207315.199,935634.204,2878838.511,1891638.7,1970292.433,2552966.597,3074690.025,1652354.242,1556796.737,2134350.407,2657056.745,3218276.847,2755226.715,5109187.84
Waco,NA,9.1,NA,5.1,5.74,5.81,7.25,8.416666667,8.666666667,8,8.590909091,9.616666667,8.816666667,7.166666667,6.466666667,4.714285714,NA,NA,NA,0,0.554977477,0.255821118,0.587974732,0.649358658,0.61987291,0.286038777,0.39103592,0.43658454,0.622068884,0.342008329,0.602016812,0.177281052,NA,840,NA,896.8888889,969.6,1112.6,1455.75,1736.833333,1700,1409.916667,1480.636364,1517.75,1470,1348.083333,1276.25,1020.142857,NA,NA,NA,6.193634725,95.95728216,57.96589035,132.0603217,98.48739344,115.5036402,57.16874278,56.14137997,50.36976907,55.11805512,45.40015685,93.92852699,17.48741044,NA,69500,NA,98340,99908.33333,108241.6667,109041.6667,114466.6667,110325,109716.6667,115883.3333,119358.3333,124641.6667,125466.6667,130216.6667,144285.7143,NA,NA,NA,8657.328302,7729.689907,8299.885906,5485.594081,7116.86005,5644.003254,8896.560452,10651.5755,4448.382409,9730.314237,10016.92507,9657.764971,5810.171705,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,82.58333333,101.125,NA,175.3333333,175.5,197.4166667,210.5,195.75,194.1666667,173.3333333,163.25,158.4166667,180,190.5,207.75,233.8571429,27.06375749,27.01024938,NA,36.1835598,34.80987321,40.70170498,43.35582167,39.94797753,46.47938611,35.36904999,35.06908766,30.26987201,34.96231738,39.25557285,40.91482283,51.76687671,7706040.667,10041597.25,NA,19870000,20124166.67,24112083.33,26053333.33,25990416.67,24465416.67,22627916.67,21720702.08,21237088.5,25309774.42,27630546.42,31136903.17,38830901.57,2969905.263,2618470.496,NA,5933935.246,4897034.74,6100440.17,6247593.112,6044128.427,6289137.988,5687424.109,4499167.2,4653965.655,6237858.664,6566763.501,7728364.998,9927134.262
