CASE..,RIDESHARE,DATE,YEAR,MONTH,DAY,OFFENSE,ADDRESS,ZIP,ARREST
2016-3261412  ,GONE,2016-11-21  ,2016,11,21,DWI  ,1800 E OLTORF ST  ,78741,Yes
2016-3261526  ,GONE,2016-11-21  ,2016,11,21,DWI - DRUG RECOGNITION EXPERT  ,E 5TH ST at BRAZOS ST  ,78701,Yes
2016-3261550  ,GONE,2016-11-21  ,2016,11,21,DWI  ,1800 E OLTORF ST  ,78741,Yes
2016-3261556  ,GONE,2016-11-21  ,2016,11,21,DWI 2ND  ,6100 FM 969 RD  ,78724,Yes
2016-3270098  ,GONE,2016-11-22  ,2016,11,22,DWI 2ND  ,S 1ST ST at W OLTORF ST  ,78704,Yes
2016-3270140  ,GONE,2016-11-22  ,2016,11,22,DWI  ,E 6TH ST at COMAL ST  ,78702,Yes
2016-3270154  ,GONE,2016-11-22  ,2016,11,22,DWI  ,601 W BEN WHITE BLVD EB  ,78745,Yes
2016-3270157  ,GONE,2016-11-22  ,2016,11,22,DWI  ,4100 S 1ST ST  ,78745,Yes
2016-3270651  ,GONE,2016-11-22  ,2016,11,22,DWI  ,5621 I-35 N  ,78723,Yes
2016-3270955  ,GONE,2016-11-22  ,2016,11,22,DWI .15 BAC OR ABOVE  ,100 E 5TH ST  ,78701,Yes
2016-3271077  ,GONE,2016-11-22  ,2016,11,22,DWI  ,5600 E BEN WHITE BLVD SVRD EB  ,78744,Yes
2016-3271490  ,GONE,2016-11-22  ,2016,11,22,DWI  ,2453 E SH 71 SVRD WB  ,78617,Yes
2016-3271610  ,GONE,2016-11-22  ,2016,11,22,DWI  ,7600 N LAMAR BLVD NB  ,78757,Yes
2016-3280062  ,GONE,2016-11-23  ,2016,11,23,DWI .15 BAC OR ABOVE  ,7401 N LAMAR BLVD  ,78752,Yes
2016-3280066  ,GONE,2016-11-23  ,2016,11,23,DWI - DRUG RECOGNITION EXPERT  ,E 45TH ST at RED RIVER ST  ,78751,Yes
2016-3280089  ,GONE,2016-11-23  ,2016,11,23,DWI  ,1600 BLOCK S CONGRESS AVE  ,78704,Yes
2016-3280123  ,GONE,2016-11-23  ,2016,11,23,DWI  ,2308 NATIONAL PARK BLVD  ,78747,Yes
2016-3280133  ,GONE,2016-11-23  ,2016,11,23,DWI  ,6516 BERKMAN DR  ,78723,Yes
2016-3280158  ,GONE,2016-11-23  ,2016,11,23,DWI  ,1720 WILLOW CREEK DR  ,78741,Yes
2016-3280162  ,GONE,2016-11-23  ,2016,11,23,DWI  ,4700 S CONGRESS AVE  ,78745,Yes
2016-3280218  ,GONE,2016-11-23  ,2016,11,23,DWI  ,E BEN WHITE BLVD EB at E RIVERSIDE DR  ,78741,Yes
2016-3280222  ,GONE,2016-11-23  ,2016,11,23,DWI  ,EVANS AVE at E 55TH ST  ,78751,Yes
2016-3280307  ,GONE,2016-11-23  ,2016,11,23,DWI  ,4400 S CONGRESS AVE  ,78745,Yes
2016-3280826  ,GONE,2016-11-23  ,2016,11,23,DWI - DRUG RECOGNITION EXPERT  ,600 BLOCK DRISKILL ST  ,78701,Yes
2016-3281422  ,GONE,2016-11-23  ,2016,11,23,DWI  ,6300 S IH 35 SVRD SB  ,78745,Yes
2016-3281673  ,GONE,2016-11-23  ,2016,11,23,DWI  ,5211 CAMERON RD  ,78723,Yes
2016-3281745  ,GONE,2016-11-23  ,2016,11,23,DWI .15 BAC OR ABOVE  ,6000 N MOPAC EXPY NB  ,78731,Yes
2016-3290020  ,GONE,2016-11-24  ,2016,11,24,DWI  ,E WILLIAM CANNON DR at CIRCLE S RD  ,78745,Yes
2016-3290086  ,GONE,2016-11-24  ,2016,11,24,DWI  ,1500 BLK S. CONGRESS AVE  ,N/A  ,Yes
2016-3290105  ,GONE,2016-11-24  ,2016,11,24,DWI .15 BAC OR ABOVE  ,TECH RIDGE BLVD at CANYON RIDGE DR  ,78753,Yes
2016-3290105  ,GONE,2016-11-24  ,2016,11,24,DWI 2ND  ,TECH RIDGE BLVD at CANYON RIDGE DR  ,78753,Yes
2016-3290105  ,GONE,2016-11-24  ,2016,11,24,DWI  ,TECH RIDGE BLVD at CANYON RIDGE DR  ,78753,Yes
2016-3290159  ,GONE,2016-11-24  ,2016,11,24,DWI  ,800 BLOCK S LAMAR BLVD  ,78704,Yes
2016-3290162  ,GONE,2016-11-24  ,2016,11,24,DWI  ,WINDSOR RD at N MOPAC NB TO WINDSOR RAMP  ,78703,Yes
2016-3290185  ,GONE,2016-11-24  ,2016,11,24,DWI  ,2300 N MOPAC EXPY NB  ,78703,Yes
2016-3290191  ,GONE,2016-11-24  ,2016,11,24,DWI  ,RUTLAND DR at N LAMAR BLVD  ,78758,Yes
2016-3290194  ,GONE,2016-11-24  ,2016,11,24,DWI  ,5400 E WILLIAM CANNON DR  ,78744,Yes
2016-3290221  ,GONE,2016-11-24  ,2016,11,24,DWI  ,E 5TH ST at N PLEASANT VALLEY RD  ,78702,Yes
2016-3290436  ,GONE,2016-11-24  ,2016,11,24,DWI  ,12408 COPPERFIELD DR  ,78753,Yes
2016-3290934  ,GONE,2016-11-24  ,2016,11,24,DWI 2ND  ,1600 CRIPPLE CREEK DR  ,78758,Yes
2016-3291020  ,GONE,2016-11-24  ,2016,11,24,DWI  ,9100 BLOCK RESEARCH BLVD NB  ,78758,Yes
2016-3291212  ,GONE,2016-11-24  ,2016,11,24,DWI 2ND  ,1400 S LAMAR BLVD  ,78704,Yes
2016-3291238  ,GONE,2016-11-24  ,2016,11,24,DWI  ,713 W GIBSON ST  ,78704,Yes
2016-3291428  ,GONE,2016-11-24  ,2016,11,24,DWI  ,7110 SHADYWOOD DR  ,78745,Yes
2016-3291454  ,GONE,2016-11-24  ,2016,11,24,DWI  ,800 BLOCK E OLTORF ST  ,78704,Yes
2016-3290225  ,GONE,2016-11-24  ,2016,11,24,DWI  ,5400 E WILLIAM CANNON DR  ,78744,No
2016-3291440  ,GONE,2016-11-24  ,2016,11,24,DWI  ,E WILLIAM CANNON DR at S IH 35 SVRD NB  ,78744,No
2016-3300022  ,GONE,2016-11-25  ,2016,11,25,DWI .15 BAC OR ABOVE  ,5000 S IH 35 NB  ,78744,Yes
2016-3300028  ,GONE,2016-11-25  ,2016,11,25,DWI  ,7709 E BEN WHITE BLVD SVRD EB  ,N/A  ,Yes
2016-3300087  ,GONE,2016-11-25  ,2016,11,25,DWI  ,400 E ANDERSON LN EB  ,78752,Yes
2016-3300148  ,GONE,2016-11-25  ,2016,11,25,DWI  ,8700 RESEARCH BLVD SVRD NB  ,78758,Yes
2016-3300181  ,GONE,2016-11-25  ,2016,11,25,DWI  ,600 AUGUSTA AVE  ,78703,Yes
2016-3300184  ,GONE,2016-11-25  ,2016,11,25,DWI  ,1300 CROSSING PL  ,78741,Yes
2016-3300240  ,GONE,2016-11-25  ,2016,11,25,DWI  ,7414 JOHNNY MORRIS RD  ,78724,Yes
2016-3300735  ,GONE,2016-11-25  ,2016,11,25,DWI  ,E RIVERSIDE DR at E BEN WHITE BLVD WB  ,78741,Yes
2016-3301308  ,GONE,2016-11-25  ,2016,11,25,DWI 2ND  ,12860 N US 183 HWY SVRD SB  ,78750,Yes
2016-3301726  ,GONE,2016-11-25  ,2016,11,25,DWI  ,2300 GUADALUPE ST  ,N/A  ,Yes
2016-3301726  ,GONE,2016-11-25  ,2016,11,25,DWI - DRUG RECOGNITION EXPERT  ,2300 GUADALUPE ST  ,N/A  ,Yes
2016-3301748  ,GONE,2016-11-25  ,2016,11,25,DWI  ,9000 RESEARCH BLVD NB  ,78758,Yes
2016-163310539  ,GONE,2016-11-26  ,2016,11,26,DWI  ,7TH ST AND N PLEASANT VALLEY RD  ,N/A  ,Yes
2016-3310014  ,GONE,2016-11-26  ,2016,11,26,DWI  ,161 W SLAUGHTER LN  ,78748,Yes
2016-3310055  ,GONE,2016-11-26  ,2016,11,26,DWI  ,100 BLK S. 1ST STREET  ,N/A  ,Yes
2016-3310063  ,GONE,2016-11-26  ,2016,11,26,DWI  ,1200 W 6TH ST  ,78703,Yes
2016-3310134  ,GONE,2016-11-26  ,2016,11,26,DWI  ,13600 N MOPAC EXPY SVRD NB  ,N/A  ,Yes
2016-3310183  ,GONE,2016-11-26  ,2016,11,26,DWI  ,500 E RUNDBERG LN  ,78753,Yes
2016-3310193  ,GONE,2016-11-26  ,2016,11,26,DWI .15 BAC OR ABOVE  ,RALPH ABLANEDO DR at S 1ST ST  ,78748,Yes
2016-3310193  ,GONE,2016-11-26  ,2016,11,26,DWI  ,RALPH ABLANEDO DR at S 1ST ST  ,78748,Yes
2016-3310224  ,GONE,2016-11-26  ,2016,11,26,DWI .15 BAC OR ABOVE  ,E 7TH ST at WEBBERVILLE RD  ,78702,Yes
2016-3310228  ,GONE,2016-11-26  ,2016,11,26,DWI  ,6607 CIRCLE S RD  ,78745,Yes
2016-3310244  ,GONE,2016-11-26  ,2016,11,26,DWI 2ND  ,S IH 35 SVRD SB at E WILLIAM CANNON DR  ,78745,Yes
2016-3310244  ,GONE,2016-11-26  ,2016,11,26,DWI  ,S IH 35 SVRD SB at E WILLIAM CANNON DR  ,78745,Yes
2016-3310265  ,GONE,2016-11-26  ,2016,11,26,DWI  ,2308 E RIVERSIDE DR  ,78741,Yes
2016-3310272  ,GONE,2016-11-26  ,2016,11,26,DWI  ,7800 BLK BEN WHITE BLVD SVRD WB  ,N/A  ,Yes
2016-3310294  ,GONE,2016-11-26  ,2016,11,26,DWI  ,7900 FOREST WOOD RD  ,78745,Yes
2016-3310539  ,GONE,2016-11-26  ,2016,11,26,DWI  ,E 7TH ST at N PLEASANT VALLEY RD  ,78702,Yes
2016-3310641  ,GONE,2016-11-26  ,2016,11,26,DWI  ,E 10TH ST at SAN JACINTO BLVD  ,78701,Yes
2016-3311319  ,GONE,2016-11-26  ,2016,11,26,DWI  ,1300 ED BLUESTEIN BLVD SB  ,78721,Yes
2016-3311417  ,GONE,2016-11-26  ,2016,11,26,DWI  ,E RIVERSIDE DR at SHORE DISTRICT DR  ,78741,Yes
2016-3311654  ,GONE,2016-11-26  ,2016,11,26,DWI  ,2300 BLOCK N LAMAR  ,N/A  ,No
2016-3311701  ,GONE,2016-11-27  ,2016,11,27,DWI  ,2410 CEDAR BEND DR  ,78758,Yes
2016-3320058  ,GONE,2016-11-27  ,2016,11,27,DWI  ,1600-1699 W 6TH ST  ,N/A  ,Yes
2016-3320062  ,GONE,2016-11-27  ,2016,11,27,DWI  ,9800 N LAMAR BLVD  ,78758,Yes
2016-3320066  ,GONE,2016-11-27  ,2016,11,27,DWI .15 BAC OR ABOVE  ,E 55TH ST at MARTIN AVE  ,78751,Yes
2016-3320103  ,GONE,2016-11-27  ,2016,11,27,DWI  ,E ANDERSON LN SVRD EB at CAMERON RD  ,78752,Yes
2016-3320174  ,GONE,2016-11-27  ,2016,11,27,DWI .15 BAC OR ABOVE  ,2101 ELMONT DR  ,78741,Yes
2016-3320179  ,GONE,2016-11-27  ,2016,11,27,DWI  ,2500 E SH 71 SVRD EB  ,78719,Yes
2016-3320206  ,GONE,2016-11-27  ,2016,11,27,DWI 2ND  ,S PLEASANT VALLEY RD at E OLTORF ST  ,78741,Yes
2016-3320230  ,GONE,2016-11-27  ,2016,11,27,DWI  ,1900 E BEN WHITE BLVD SVRD W/B  ,N/A  ,Yes
2016-3320264  ,GONE,2016-11-27  ,2016,11,27,DWI  ,801 I-35 N  ,78701,Yes
2016-3320296  ,GONE,2016-11-27  ,2016,11,27,DWI 2ND  ,S IH 35 SVRD SB at E STASSNEY LN  ,78745,Yes
2016-3320348  ,GONE,2016-11-27  ,2016,11,27,DWI  ,12000 N MOPAC EXPY SVRD SB  ,78758,Yes
2016-3321039  ,GONE,2016-11-27  ,2016,11,27,DWI  ,INDUSTRIAL OAKS BLVD at W US 290 HWY SVRD WB  ,78735,Yes
2016-3321221  ,GONE,2016-11-27  ,2016,11,27,DWI 2ND  ,9300 S IH 35 SVRD SB  ,78748,Yes
2016-3321298  ,GONE,2016-11-27  ,2016,11,27,DWI  ,617 W 5TH ST  ,78701,Yes
2016-3321455  ,GONE,2016-11-27  ,2016,11,27,DWI  ,9200 E US 290 HWY EB  ,78724,Yes
2016-3321487  ,GONE,2016-11-27  ,2016,11,27,DWI  ,WICKERSHAM LN at E RIVERSIDE DR  ,78741,Yes
2016-3321508  ,GONE,2016-11-27  ,2016,11,27,DWI 2ND  ,WHITE OAK DR at GEORGIAN DR  ,78753,Yes
2016-3321520  ,GONE,2016-11-27  ,2016,11,27,DWI  ,1303 W 6TH ST  ,78703,Yes
2016-3320176  ,GONE,2016-11-27  ,2016,11,27,DWI  ,6400 N CAPITAL OF TEXAS HWY NB  ,78731,No
2016-3330025  ,GONE,2016-11-28  ,2016,11,28,DWI  ,7400 N MOPAC EXPY NB  ,78731,Yes
2016-3330071  ,GONE,2016-11-28  ,2016,11,28,DWI  ,100 BLOCK S 1ST ST  ,78704,Yes
2016-3330075  ,GONE,2016-11-28  ,2016,11,28,DWI  ,833 W 6TH ST  ,78703,Yes
2016-3330152  ,GONE,2016-11-28  ,2016,11,28,DWI  ,3400 S LAMAR BLVD  ,78704,Yes
2016-3330162  ,GONE,2016-11-28  ,2016,11,28,DWI .15 BAC OR ABOVE  ,300 BLOCK LAVACA ST  ,78701,Yes
2016-3330175  ,GONE,2016-11-28  ,2016,11,28,DWI .15 BAC OR ABOVE  ,W PARMER LN at N LAMAR BLVD  ,78753,Yes
2016-3331844  ,GONE,2016-11-28  ,2016,11,28,DWI  ,2200 BLOCK S LAMAR BLVD  ,78704,Yes
2016-3331894  ,GONE,2016-11-28  ,2016,11,28,DWI 2ND  ,CAMERON RD at E US 290 HWY SVRD EB  ,78723,Yes
2016-3331928  ,GONE,2016-11-28  ,2016,11,28,DWI  ,400 ATLANTA ST  ,78703,Yes
2016-163340819  ,GONE,2016-11-29  ,2016,11,29,DWI  ,9533 I-35 N  ,78753,Yes
2016-3340042  ,GONE,2016-11-29  ,2016,11,29,DWI  ,W BRAKER LN at STONELAKE BLVD  ,78759,Yes
2016-3340102  ,GONE,2016-11-29  ,2016,11,29,DWI  ,5800 BLOCK N MOPAC EXPY SVRD NB  ,N/A  ,Yes
2016-3340108  ,GONE,2016-11-29  ,2016,11,29,DWI 2ND  ,I-35 N/ AIRPORT BLVD  ,N/A  ,Yes
2016-3340112  ,GONE,2016-11-29  ,2016,11,29,DWI  ,RUTLAND DR at MOUNTAIN QUAIL RD  ,78758,Yes
2016-3340115  ,GONE,2016-11-29  ,2016,11,29,DWI  ,3400-3499 BURLESON RD  ,N/A  ,Yes
2016-3340151  ,GONE,2016-11-29  ,2016,11,29,DWI 2ND  ,1400 WEBBERVILLE RD  ,78721,Yes
2016-3340373  ,GONE,2016-11-29  ,2016,11,29,DWI  ,1603 CORONA DR  ,78723,Yes
2016-3340819  ,GONE,2016-11-29  ,2016,11,29,DWI  ,9533 I-35 N  ,78753,Yes
2016-3341459  ,GONE,2016-11-29  ,2016,11,29,DWI  ,6401 I-35 N  ,78752,Yes
2016-3341666  ,GONE,2016-11-29  ,2016,11,29,DWI  ,1100 LAVACA ST  ,78701,Yes
2016-3341758  ,GONE,2016-11-29  ,2016,11,29,DWI  ,600 AUGUSTA AVE  ,78703,Yes
2016-3341779  ,GONE,2016-11-29  ,2016,11,29,DWI 2ND  ,9302 COLLINFIELD DR  ,78758,Yes
2016-3350075  ,GONE,2016-11-30  ,2016,11,30,DWI  ,600-899 PRESSLER ST  ,N/A  ,Yes
2016-3350091  ,GONE,2016-11-30  ,2016,11,30,DWI 2ND  ,13776 N US 183 HWY SVRD SB  ,78750,Yes
2016-3350142  ,GONE,2016-11-30  ,2016,11,30,DWI  ,200 W 5TH ST  ,78701,Yes
2016-3350157  ,GONE,2016-11-30  ,2016,11,30,DWI  ,FM 969 RD at JOHNNY MORRIS RD  ,78724,Yes
2016-3350630  ,GONE,2016-11-30  ,2016,11,30,DWI - DRUG RECOGNITION EXPERT  ,1112 W PARMER LN  ,78753,Yes
2016-3351360  ,GONE,2016-11-30  ,2016,11,30,DWI - DRUG RECOGNITION EXPERT  ,800 BLOCK W YAGER LN  ,78753,Yes
2016-3351706  ,GONE,2016-11-30  ,2016,11,30,DWI - DRUG RECOGNITION EXPERT  ,11700 RESEARCH BLVD NB  ,78759,Yes
2016-3351752  ,GONE,2016-11-30  ,2016,11,30,DWI - DRUG RECOGNITION EXPERT  ,600 BLOCK W SLAUGHTER LN  ,78748,Yes
2016-3351856  ,GONE,2016-11-30  ,2016,11,30,DWI .15 BAC OR ABOVE  ,4800 BLOCK E RIVERSIDE DR  ,78741,Yes
2016-3351859  ,GONE,2016-11-30  ,2016,11,30,DWI  ,1312 W HOWARD LN  ,78728,Yes
2016-3351920  ,GONE,2016-11-30  ,2016,11,30,DWI  ,1400 NEWFIELD LN  ,78703,Yes
2016-3350104  ,GONE,2016-11-30  ,2016,11,30,DWI - DRUG RECOGNITION EXPERT  ,13000 N 183 HWY  ,N/A  ,No
2016-3360012  ,GONE,2016-12-01  ,2016,12,1,DWI  ,ESCARPMENT BLVD at TRISSINO DR  ,78739,Yes
2016-3360014  ,GONE,2016-12-01  ,2016,12,1,DWI  ,400 W 6TH ST  ,78701,Yes
2016-3360026  ,GONE,2016-12-01  ,2016,12,1,DWI  ,200 W 6TH ST  ,78701,Yes
2016-3360044  ,GONE,2016-12-01  ,2016,12,1,DWI  ,10000 N CAPITAL OF TEXAS HWY  ,N/A  ,Yes
2016-3360075  ,GONE,2016-12-01  ,2016,12,1,DWI 2ND  ,1600 W 6TH ST  ,78703,Yes
2016-3360116  ,GONE,2016-12-01  ,2016,12,1,DWI  ,100 BLOCK S 1ST ST  ,78704,Yes
2016-3360118  ,GONE,2016-12-01  ,2016,12,1,DWI  ,2700 N MOPAC EXPY SB  ,78703,Yes
2016-3360123  ,GONE,2016-12-01  ,2016,12,1,DWI  ,6200 S IH 35 SVRD NB  ,78744,Yes
2016-3360133  ,GONE,2016-12-01  ,2016,12,1,DWI  ,E 7TH ST at I-35 N  ,78702,Yes
2016-3360146  ,GONE,2016-12-01  ,2016,12,1,DWI 2ND  ,1100 W 6TH ST  ,78703,Yes
2016-3360162  ,GONE,2016-12-01  ,2016,12,1,DWI  ,2001 I-35 N  ,78705,Yes
2016-3360169  ,GONE,2016-12-01  ,2016,12,1,DWI  ,619 I-35 N  ,N/A  ,Yes
2016-3360197  ,GONE,2016-12-01  ,2016,12,1,DWI .15 BAC OR ABOVE  ,100 BLOCK N IH 35 SB  ,78701,Yes
2016-3360202  ,GONE,2016-12-01  ,2016,12,1,DWI  ,1900 CEDAR BEND DR  ,78758,Yes
2016-3361020  ,GONE,2016-12-01  ,2016,12,1,DWI 2ND  ,863 AIRPORT BLVD  ,78721,Yes
2016-3361549  ,GONE,2016-12-01  ,2016,12,1,DWI  ,2105 WESTOVER RD  ,78703,Yes
2016-3361843  ,GONE,2016-12-01  ,2016,12,1,DWI  ,S IH 35 SVRD NB at WOODWARD ST  ,78741,Yes
2016-3361890  ,GONE,2016-12-01  ,2016,12,1,DWI  ,8600 BLOCK S 1ST ST  ,78748,Yes
2016-3361908  ,GONE,2016-12-01  ,2016,12,1,DWI  ,S LAMAR BLVD SVRD NB at S CAPITAL OF TEXAS HWY SVR  ,78745,Yes
2016-3361944  ,GONE,2016-12-01  ,2016,12,1,DWI  ,600 E RIVERSIDE DR  ,78704,Yes
2016-3361977  ,GONE,2016-12-01  ,2016,12,1,DWI  ,3100 W ANDERSON LN  ,78757,Yes
2016-3361981  ,GONE,2016-12-02  ,2016,12,2,DWI  ,10700 BURNET RD  ,78758,Yes
2016-3370007  ,GONE,2016-12-02  ,2016,12,2,DWI  ,1500 W WILLIAM CANNON DR  ,78745,Yes
2016-3370018  ,GONE,2016-12-02  ,2016,12,2,DWI  ,1200 E RIVERSIDE DR  ,78741,Yes
2016-3370019  ,GONE,2016-12-02  ,2016,12,2,DWI  ,400 BLK S CONGRESS AVE  ,N/A  ,Yes
2016-3370039  ,GONE,2016-12-02  ,2016,12,2,DWI  ,400 W RIVERSIDE DR  ,N/A  ,Yes
2016-3370097  ,GONE,2016-12-02  ,2016,12,2,DWI  ,15119 I-35 N  ,78660,Yes
2016-3370109  ,GONE,2016-12-02  ,2016,12,2,DWI  ,1201 I-35 N  ,78701,Yes
2016-3370162  ,GONE,2016-12-02  ,2016,12,2,DWI  ,4614 GLADE LINE DR  ,78744,Yes
2016-3370162  ,GONE,2016-12-02  ,2016,12,2,DWI .15 BAC OR ABOVE  ,4614 GLADE LINE DR  ,78744,Yes
2016-3370163  ,GONE,2016-12-02  ,2016,12,2,DWI 2ND  ,655 WEST LYNN ST  ,78703,Yes
2016-3370164  ,GONE,2016-12-02  ,2016,12,2,DWI  ,1300 W 6TH ST  ,78703,Yes
2016-3370165  ,GONE,2016-12-02  ,2016,12,2,DWI  ,W 6TH ST at WEST AVE  ,78701,Yes
2016-3370166  ,GONE,2016-12-02  ,2016,12,2,DWI  ,9400 N LAMAR BLVD  ,78758,Yes
2016-3370185  ,GONE,2016-12-02  ,2016,12,2,DWI  ,S IH 35 SVRD SB at E RIVERSIDE DR  ,78704,Yes
2016-3370271  ,GONE,2016-12-02  ,2016,12,2,DWI  ,I-35 N at E US 290 HWY SVRD WB  ,78752,Yes
2016-3371110  ,GONE,2016-12-02  ,2016,12,2,DWI  ,8800 BLOCK BURNET RD  ,78757,Yes
2016-3371755  ,GONE,2016-12-02  ,2016,12,2,DWI 2ND  ,600 BLOCK MULBERRY DR  ,78745,Yes
2016-3371942  ,GONE,2016-12-02  ,2016,12,2,DWI  ,DESSAU RD at PAYTON FALLS DR  ,78754,Yes
2016-3372008  ,GONE,2016-12-02  ,2016,12,2,DWI 2ND  ,BLUFF SPRINGS RD at E WILLIAM CANNON DR  ,78744,Yes
2016-3372041  ,GONE,2016-12-02  ,2016,12,2,DWI .15 BAC OR ABOVE  ,2700 BLOCK E SH 71 WB  ,78617,Yes
2016-3372053  ,GONE,2016-12-02  ,2016,12,2,DWI  ,S US 183 HWY NB at BURLESON RD  ,78719,Yes
2016-3372084  ,GONE,2016-12-02  ,2016,12,2,DWI  ,1200 W 6TH ST  ,78703,Yes
2016-3372095  ,GONE,2016-12-02  ,2016,12,2,DWI  ,3300 W BRAKER LN  ,78758,Yes
2016-3372105  ,GONE,2016-12-02  ,2016,12,2,DWI  ,100 W JOHANNA ST  ,78704,Yes
2016-3380106  ,GONE,2016-12-03  ,2016,12,3,DWI  ,1000 E 46TH ST  ,78751,Yes
2016-3380132  ,GONE,2016-12-03  ,2016,12,3,DWI 2ND  ,200 CONGRESS AVE  ,N/A  ,Yes
2016-3380134  ,GONE,2016-12-03  ,2016,12,3,DWI  ,600 TRINITY ST  ,78701,Yes
2016-3380166  ,GONE,2016-12-03  ,2016,12,3,DWI 2ND  ,8200 BLOCK BRODIE LN  ,78749,Yes
2016-3380229  ,GONE,2016-12-03  ,2016,12,3,DWI  ,1100 W 6TH ST  ,78703,Yes
2016-3380240  ,GONE,2016-12-03  ,2016,12,3,DWI 2ND  ,2308 E RIVERSIDE DR  ,78741,Yes
2016-3380336  ,GONE,2016-12-03  ,2016,12,3,DWI 2ND  ,414 W MARTIN LUTHER KING JR BLVD  ,78705,Yes
2016-3380359  ,GONE,2016-12-03  ,2016,12,3,DWI  ,200 BLOCK W KOENIG LN  ,78752,Yes
2016-3380870  ,GONE,2016-12-03  ,2016,12,3,DWI 2ND  ,9036 N LAMAR BLVD  ,78758,Yes
2016-3381466  ,GONE,2016-12-03  ,2016,12,3,DWI 2ND  ,6200 S IH 35 SVRD SB  ,78745,Yes
2016-3381546  ,GONE,2016-12-03  ,2016,12,3,DWI  ,E BEN WHITE BLVD SVRD EB at WOODWARD ST  ,78744,Yes
2016-3381636  ,GONE,2016-12-03  ,2016,12,3,DWI  ,13374 N US 183 HWY SVRD SB  ,78750,Yes
2016-3381640  ,GONE,2016-12-03  ,2016,12,3,DWI  ,N LAMAR BLVD at JUSTIN LN  ,78752,Yes
2016-3381710  ,GONE,2016-12-03  ,2016,12,3,DWI  ,1100 S IH 35 SVRD SB  ,78704,Yes
2016-3381740  ,GONE,2016-12-03  ,2016,12,3,DWI  ,3100 SCOFIELD RIDGE PKWY  ,78727,Yes
2016-163391145  ,GONE,2016-12-04  ,2016,12,4,DWI  ,6409 SPRINGDALE RD  ,78723,Yes
2016-3390012  ,GONE,2016-12-04  ,2016,12,4,DWI 2ND  ,10100 N CAPITAL OF TEXAS HWY SB  ,78759,Yes
2016-3390082  ,GONE,2016-12-04  ,2016,12,4,DWI  ,500 NECHES ST  ,78701,Yes
2016-3390089  ,GONE,2016-12-04  ,2016,12,4,DWI  ,3200 E 2ND ST  ,78702,Yes
2016-3390214  ,GONE,2016-12-04  ,2016,12,4,DWI - DRUG RECOGNITION EXPERT  ,700 BLK S CONGRESS AVE  ,N/A  ,Yes
2016-3390219  ,GONE,2016-12-04  ,2016,12,4,DWI  ,E ANDERSON LN SVRD WB at CAMERON RD  ,78754,Yes
2016-3390252  ,GONE,2016-12-04  ,2016,12,4,DWI  ,I-35 N at E US 290 HWY SVRD WB  ,78752,Yes
2016-3390252  ,GONE,2016-12-04  ,2016,12,4,DWI .15 BAC OR ABOVE  ,I-35 N at E US 290 HWY SVRD WB  ,78752,Yes
2016-3390304  ,GONE,2016-12-04  ,2016,12,4,DWI  ,500 GUADALUPE ST  ,N/A  ,Yes
2016-3390355  ,GONE,2016-12-04  ,2016,12,4,DWI  ,2400 BRANDT RD  ,78744,Yes
2016-3390358  ,GONE,2016-12-04  ,2016,12,4,DWI  ,W 15TH ST at RIO GRANDE ST  ,78701,Yes
2016-3390383  ,GONE,2016-12-04  ,2016,12,4,DWI  ,100 E ANDERSON LN WB  ,78753,Yes
2016-3390402  ,GONE,2016-12-04  ,2016,12,4,DWI  ,E PARMER LN at DESSAU RD  ,78754,Yes
2016-3390533  ,GONE,2016-12-04  ,2016,12,4,DWI 2ND  ,S CONGRESS AVE at W SLAUGHTER LN  ,78748,Yes
2016-3390732  ,GONE,2016-12-04  ,2016,12,4,DWI  ,1600 NASH HERNANDEZ SR RD  ,78702,Yes
2016-3390827  ,GONE,2016-12-04  ,2016,12,4,DWI  ,2611 GREENLAWN PKWY  ,78757,Yes
2016-3391024  ,GONE,2016-12-04  ,2016,12,4,DWI 2ND  ,DECKER LN at FM 969 RD  ,78724,Yes
2016-3391040  ,GONE,2016-12-04  ,2016,12,4,DWI - DRUG RECOGNITION EXPERT  ,3100 BLOCK E 51ST ST  ,78723,Yes
2016-3391145  ,GONE,2016-12-04  ,2016,12,4,DWI  ,6409 SPRINGDALE RD  ,78723,Yes
2016-3391263  ,GONE,2016-12-04  ,2016,12,4,DWI 2ND  ,RIO GRANDE ST at W 6TH ST  ,78701,Yes
2016-3391342  ,GONE,2016-12-04  ,2016,12,4,DWI  ,1301 W 5TH ST  ,78703,Yes
2016-3400017  ,GONE,2016-12-05  ,2016,12,5,DWI .15 BAC OR ABOVE  ,9024 NORTHGATE BLVD  ,78758,Yes
2016-3400020  ,GONE,2016-12-05  ,2016,12,5,DWI .15 BAC OR ABOVE  ,500 NECHES ST  ,78701,Yes
2016-3400068  ,GONE,2016-12-05  ,2016,12,5,DWI  ,N LAMAR BLVD at W 10TH ST  ,78703,Yes
2016-3400884  ,GONE,2016-12-05  ,2016,12,5,DWI  ,GREAT NORTHERN BLVD at SHOAL CREEK BLVD  ,78757,Yes
2016-3401459  ,GONE,2016-12-05  ,2016,12,5,DWI .15 BAC OR ABOVE  ,11300 LAKELINE BLVD  ,78717,Yes
2016-3401501  ,GONE,2016-12-05  ,2016,12,5,DWI  ,W SLAUGHTER LN at S 1ST ST  ,78748,Yes
